Period,Trip Purpose,Type of tourist,Tourists,Frequency
2023-04,Leisure,Inbound,549.0,Monthly
2023-04,Business,Inbound,147.0,Monthly
2023-04,Visiting Friends & Relatives,Inbound,601.0,Monthly
2023-04,Other,Inbound,122.0,Monthly
2023-05,Religious,Inbound,348.0,Monthly
2023-05,Leisure,Inbound,386.0,Monthly
2023-05,Business,Inbound,166.0,Monthly
2023-05,Visiting Friends & Relatives,Inbound,513.0,Monthly
2023-05,Other,Inbound,101.0,Monthly
2023-06,Religious,Inbound,1715.0,Monthly
2023-06,Leisure,Inbound,424.0,Monthly
2023-06,Business,Inbound,129.0,Monthly
2023-06,Visiting Friends & Relatives,Inbound,479.0,Monthly
2023-06,Other,Inbound,101.0,Monthly
2023-07,Religious,Inbound,185.0,Monthly
2023-07,Leisure,Inbound,453.0,Monthly
2023-07,Business,Inbound,132.0,Monthly
2023-07,Visiting Friends & Relatives,Inbound,457.0,Monthly
2023-07,Other,Inbound,124.0,Monthly
2023-08,Religious,Inbound,749.0,Monthly
2023-08,Leisure,Inbound,580.0,Monthly
2023-08,Business,Inbound,146.0,Monthly
2023-08,Visiting Friends & Relatives,Inbound,507.0,Monthly
2023-08,Other,Inbound,127.0,Monthly
2023-09,Religious,Inbound,861.0,Monthly
2023-09,Leisure,Inbound,469.0,Monthly
2023-09,Business,Inbound,147.0,Monthly
2023-09,Visiting Friends & Relatives,Inbound,448.0,Monthly
2023-09,Other,Inbound,115.0,Monthly
2023-10,Religious,Inbound,981.0,Monthly
2023-10,Leisure,Inbound,513.0,Monthly
2023-10,Business,Inbound,169.0,Monthly
2023-10,Visiting Friends & Relatives,Inbound,402.0,Monthly
2023-10,Other,Inbound,126.0,Monthly
2023-11,Religious,Inbound,991.0,Monthly
2023-11,Leisure,Inbound,508.0,Monthly
2023-11,Business,Inbound,175.0,Monthly
2023-11,Visiting Friends & Relatives,Inbound,427.0,Monthly
2023-11,Other,Inbound,136.0,Monthly
2023-12,Religious,Inbound,1115.0,Monthly
2023-12,Leisure,Inbound,794.0,Monthly
2023-12,Business,Inbound,194.0,Monthly
2023-12,Visiting Friends & Relatives,Inbound,574.0,Monthly
2023-12,Other,Inbound,226.0,Monthly
2024-01,Religious,Inbound,1257.713,Monthly
2024-01,Leisure,Inbound,732.011,Monthly
2024-01,Business,Inbound,195.174,Monthly
2024-01,Visiting Friends & Relatives,Inbound,678.976,Monthly
2024-01,Other,Inbound,270.879,Monthly
2024-02,Religious,Inbound,1378.683,Monthly
2024-02,Leisure,Inbound,738.176,Monthly
2024-02,Business,Inbound,178.69,Monthly
2024-02,Visiting Friends & Relatives,Inbound,600.706,Monthly
2024-02,Other,Inbound,214.93,Monthly
2024-03,Religious,Inbound,1530.038,Monthly
2024-03,Leisure,Inbound,728.061,Monthly
2024-03,Business,Inbound,161.054,Monthly
2024-03,Visiting Friends & Relatives,Inbound,595.089,Monthly
2024-03,Other,Inbound,146.725,Monthly
2024-04,Religious,Inbound,674.638,Monthly
2024-04,Leisure,Inbound,685.348,Monthly
2024-04,Business,Inbound,120.669,Monthly
2024-04,Visiting Friends & Relatives,Inbound,458.508,Monthly
2024-04,Other,Inbound,117.132,Monthly
2024-05,Religious,Inbound,101.408,Monthly
2024-05,Leisure,Inbound,496.035,Monthly
2024-05,Business,Inbound,150.922,Monthly
2024-05,Visiting Friends & Relatives,Inbound,648.3,Monthly
2024-05,Other,Inbound,107.373,Monthly
2024-06,Religious,Inbound,1668.119,Monthly
2024-06,Leisure,Inbound,379.964,Monthly
2024-06,Business,Inbound,130.941,Monthly
2024-06,Visiting Friends & Relatives,Inbound,492.241,Monthly
2024-06,Other,Inbound,118.275,Monthly
2024-07,Religious,Inbound,538.839,Monthly
2024-07,Leisure,Inbound,455.332,Monthly
2024-07,Business,Inbound,144.818,Monthly
2024-07,Visiting Friends & Relatives,Inbound,466.459,Monthly
2024-07,Other,Inbound,150.29,Monthly
2024-08,Religious,Inbound,796.615,Monthly
2024-08,Leisure,Inbound,555.953,Monthly
2024-08,Business,Inbound,148.856,Monthly
2024-08,Visiting Friends & Relatives,Inbound,457.005,Monthly
2024-08,Other,Inbound,179.983,Monthly
2024-09,Religious,Inbound,854.681,Monthly
2024-09,Leisure,Inbound,465.457,Monthly
2024-09,Business,Inbound,153.199,Monthly
2024-09,Visiting Friends & Relatives,Inbound,379.341,Monthly
2024-09,Other,Inbound,118.828,Monthly
2024-10,Religious,Inbound,1066.706,Monthly
2024-10,Leisure,Inbound,625.018,Monthly
2024-10,Business,Inbound,177.16,Monthly
2024-10,Visiting Friends & Relatives,Inbound,374.869,Monthly
2024-10,Other,Inbound,172.844,Monthly
2024-11,Religious,Inbound,1117.704,Monthly
2024-11,Leisure,Inbound,686.583,Monthly
2024-11,Business,Inbound,190.262,Monthly
2024-11,Visiting Friends & Relatives,Inbound,387.193,Monthly
2024-11,Other,Inbound,159.905,Monthly
2024-12,Religious,Inbound,1345.827,Monthly
2024-12,Leisure,Inbound,957.739,Monthly
2024-12,Business,Inbound,224.025,Monthly
2024-12,Visiting Friends & Relatives,Inbound,410.944,Monthly
2024-12,Other,Inbound,208.23,Monthly
2015,Religious,Domestic,1194.9676208134308,Annual
2015,Leisure,Domestic,1854.2667579440429,Annual
2015,Business,Domestic,169.0236211482206,Annual
2015,Visiting Friends & Relatives,Domestic,1380.9246479383785,Annual
2015,Other,Domestic,224.151901065102,Annual
2015,Religious,Domestic,952.7437839168152,Annual
2015,Leisure,Domestic,1620.4875174495578,Annual
2015,Business,Domestic,165.28032362650288,Annual
2015,Visiting Friends & Relatives,Domestic,1185.0848427470935,Annual
2015,Other,Domestic,216.5060698735325,Annual
2015,Religious,Domestic,934.119102683303,Annual
2015,Leisure,Domestic,1674.9319897445332,Annual
2015,Business,Domestic,178.1880451252969,Annual
2015,Visiting Friends & Relatives,Domestic,851.6545131146521,Annual
2015,Other,Domestic,220.65816298856967,Annual
2015,Religious,Domestic,674.5811866104121,Annual
2015,Leisure,Domestic,1592.9229921286492,Annual
2015,Business,Domestic,202.92365113871497,Annual
2015,Visiting Friends & Relatives,Domestic,895.586948165579,Annual
2015,Other,Domestic,173.21071656945253,Annual
2015,Religious,Domestic,726.2381913841149,Annual
2015,Leisure,Domestic,1410.8670673516856,Annual
2015,Business,Domestic,201.9852534621413,Annual
2015,Visiting Friends & Relatives,Domestic,768.9967694382442,Annual
2015,Other,Domestic,224.4156380049424,Annual
2015,Religious,Domestic,1209.5104446406967,Annual
2015,Leisure,Domestic,1253.0423065566276,Annual
2015,Business,Domestic,144.58226309543167,Annual
2015,Visiting Friends & Relatives,Domestic,678.3990357407453,Annual
2015,Other,Domestic,104.09355872217868,Annual
2015,Religious,Domestic,1630.6248154982195,Annual
2015,Leisure,Domestic,1665.7925780519522,Annual
2015,Business,Domestic,172.83226678669556,Annual
2015,Visiting Friends & Relatives,Domestic,1055.7871193987794,Annual
2015,Other,Domestic,152.03207551562193,Annual
2015,Religious,Domestic,942.3087232296792,Annual
2015,Leisure,Domestic,2081.34858045631,Annual
2015,Business,Domestic,131.5982619223017,Annual
2015,Visiting Friends & Relatives,Domestic,848.4780424079955,Annual
2015,Other,Domestic,251.29050819120985,Annual
2015,Religious,Domestic,1360.0905797356934,Annual
2015,Leisure,Domestic,1796.7524967238023,Annual
2015,Business,Domestic,149.98608570109923,Annual
2015,Visiting Friends & Relatives,Domestic,991.888395251704,Annual
2015,Other,Domestic,195.07961286158667,Annual
2015,Religious,Domestic,671.266091836599,Annual
2015,Leisure,Domestic,1571.273526212275,Annual
2015,Business,Domestic,117.10722272929593,Annual
2015,Visiting Friends & Relatives,Domestic,898.1495339903038,Annual
2015,Other,Domestic,234.4722693841338,Annual
2015,Religious,Domestic,842.3645291531981,Annual
2015,Leisure,Domestic,1398.767962885604,Annual
2015,Business,Domestic,98.7822568398986,Annual
2015,Visiting Friends & Relatives,Domestic,858.6010685077993,Annual
2015,Other,Domestic,156.9103879284553,Annual
2015,Religious,Domestic,833.6610802867291,Annual
2015,Leisure,Domestic,1261.3377486730176,Annual
2015,Business,Domestic,127.46224372253634,Annual
2015,Visiting Friends & Relatives,Domestic,687.5341191060015,Annual
2015,Other,Domestic,182.50745429371293,Annual
2016,Religious,Domestic,1094.8293662648168,Annual
2016,Leisure,Domestic,878.5548010770458,Annual
2016,Business,Domestic,144.32560729645624,Annual
2016,Visiting Friends & Relatives,Domestic,564.8534051168884,Annual
2016,Other,Domestic,1920.051779724332,Annual
2016,Religious,Domestic,983.1427126687888,Annual
2016,Leisure,Domestic,1128.6340318371076,Annual
2016,Business,Domestic,98.69314354424564,Annual
2016,Visiting Friends & Relatives,Domestic,942.5033011986768,Annual
2016,Other,Domestic,150.62971802434473,Annual
2016,Religious,Domestic,846.8563942377319,Annual
2016,Leisure,Domestic,1727.436904923543,Annual
2016,Business,Domestic,142.35829666276135,Annual
2016,Visiting Friends & Relatives,Domestic,948.3155891692072,Annual
2016,Other,Domestic,82.71070431282118,Annual
2016,Religious,Domestic,816.9781342270594,Annual
2016,Leisure,Domestic,1374.3928669193615,Annual
2016,Business,Domestic,113.80097220425344,Annual
2016,Visiting Friends & Relatives,Domestic,780.7307926614292,Annual
2016,Other,Domestic,45.73807191774964,Annual
2016,Religious,Domestic,820.4513921153579,Annual
2016,Leisure,Domestic,1529.454262420108,Annual
2016,Business,Domestic,123.03241037306212,Annual
2016,Visiting Friends & Relatives,Domestic,797.4161057959654,Annual
2016,Other,Domestic,17.663249806103806,Annual
2016,Religious,Domestic,1315.7457735204864,Annual
2016,Leisure,Domestic,1228.3417737316045,Annual
2016,Business,Domestic,130.16642270718728,Annual
2016,Visiting Friends & Relatives,Domestic,724.3598846668959,Annual
2016,Other,Domestic,25.106373843541736,Annual
2016,Religious,Domestic,1090.9636294585698,Annual
2016,Leisure,Domestic,1941.8610386791488,Annual
2016,Business,Domestic,109.43236343620754,Annual
2016,Visiting Friends & Relatives,Domestic,1279.3376794812311,Annual
2016,Other,Domestic,38.32738625166216,Annual
2016,Religious,Domestic,844.3629868947511,Annual
2016,Leisure,Domestic,1718.0695622148044,Annual
2016,Business,Domestic,99.9135854276512,Annual
2016,Visiting Friends & Relatives,Domestic,859.1908996547234,Annual
2016,Other,Domestic,54.89577520713309,Annual
2016,Religious,Domestic,1244.2070634947802,Annual
2016,Leisure,Domestic,1519.0739062004222,Annual
2016,Business,Domestic,71.85938567871301,Annual
2016,Visiting Friends & Relatives,Domestic,1062.0998045904437,Annual
2016,Other,Domestic,39.6271402464923,Annual
2016,Religious,Domestic,863.6166622105984,Annual
2016,Leisure,Domestic,1385.8530420263342,Annual
2016,Business,Domestic,98.93136426841336,Annual
2016,Visiting Friends & Relatives,Domestic,888.6408779909656,Annual
2016,Other,Domestic,87.64687287769759,Annual
2016,Religious,Domestic,1073.1799054614514,Annual
2016,Leisure,Domestic,1979.4611494826945,Annual
2016,Business,Domestic,96.97966435398348,Annual
2016,Visiting Friends & Relatives,Domestic,1285.788574932422,Annual
2016,Other,Domestic,159.33271162468904,Annual
2016,Religious,Domestic,760.0556456399878,Annual
2016,Leisure,Domestic,1643.4007887914124,Annual
2016,Business,Domestic,127.33282624332874,Annual
2016,Visiting Friends & Relatives,Domestic,1015.271756393119,Annual
2016,Other,Domestic,100.49610939004152,Annual
2017,Religious,Domestic,1086.515982581578,Annual
2017,Leisure,Domestic,2053.33885352686,Annual
2017,Business,Domestic,138.97519444484882,Annual
2017,Visiting Friends & Relatives,Domestic,1153.5726389111471,Annual
2017,Other,Domestic,92.75033574148434,Annual
2017,Religious,Domestic,834.4066699485561,Annual
2017,Leisure,Domestic,1455.4771646489046,Annual
2017,Business,Domestic,85.68652815223234,Annual
2017,Visiting Friends & Relatives,Domestic,899.2195136742298,Annual
2017,Other,Domestic,99.2123095337894,Annual
2017,Religious,Domestic,936.2787110373396,Annual
2017,Leisure,Domestic,1647.3555964526709,Annual
2017,Business,Domestic,184.25815614624847,Annual
2017,Visiting Friends & Relatives,Domestic,1044.606292531876,Annual
2017,Other,Domestic,89.66997354508231,Annual
2017,Religious,Domestic,742.7126323819294,Annual
2017,Leisure,Domestic,1343.3309558518267,Annual
2017,Business,Domestic,125.53098061108584,Annual
2017,Visiting Friends & Relatives,Domestic,772.4012694754821,Annual
2017,Other,Domestic,80.7833896308977,Annual
2017,Religious,Domestic,734.7215904660984,Annual
2017,Leisure,Domestic,1121.4699900218695,Annual
2017,Business,Domestic,91.36680693706548,Annual
2017,Visiting Friends & Relatives,Domestic,769.1569953974189,Annual
2017,Other,Domestic,74.33288675245693,Annual
2017,Religious,Domestic,1719.956611429749,Annual
2017,Leisure,Domestic,1210.3902130590914,Annual
2017,Business,Domestic,48.29840178407412,Annual
2017,Visiting Friends & Relatives,Domestic,1174.7627046451946,Annual
2017,Other,Domestic,48.41252999415829,Annual
2017,Religious,Domestic,700.1674070630612,Annual
2017,Leisure,Domestic,1868.401613865689,Annual
2017,Business,Domestic,121.71554163102763,Annual
2017,Visiting Friends & Relatives,Domestic,817.1541763366877,Annual
2017,Other,Domestic,52.53571472725925,Annual
2017,Religious,Domestic,600.682794272497,Annual
2017,Leisure,Domestic,1704.759894750256,Annual
2017,Business,Domestic,121.51152479389184,Annual
2017,Visiting Friends & Relatives,Domestic,1366.6115333285,Annual
2017,Other,Domestic,95.50187310582088,Annual
2017,Religious,Domestic,1341.3450965753111,Annual
2017,Leisure,Domestic,1514.780745722409,Annual
2017,Business,Domestic,125.13099170408242,Annual
2017,Visiting Friends & Relatives,Domestic,1014.7138510899596,Annual
2017,Other,Domestic,109.2684359556304,Annual
2017,Religious,Domestic,1083.0939549753668,Annual
2017,Leisure,Domestic,1006.3829968357572,Annual
2017,Business,Domestic,125.04980059310236,Annual
2017,Visiting Friends & Relatives,Domestic,882.2837218368585,Annual
2017,Other,Domestic,114.59577980917187,Annual
2017,Religious,Domestic,898.6012011172277,Annual
2017,Leisure,Domestic,1500.6807056496134,Annual
2017,Business,Domestic,174.928911660932,Annual
2017,Visiting Friends & Relatives,Domestic,1217.493526154953,Annual
2017,Other,Domestic,140.12171100891243,Annual
2017,Religious,Domestic,599.9108370386429,Annual
2017,Leisure,Domestic,1222.3969552896106,Annual
2017,Business,Domestic,114.32585566812958,Annual
2017,Visiting Friends & Relatives,Domestic,1186.0283234844965,Annual
2017,Other,Domestic,141.44866495732578,Annual
2018,Religious,Domestic,1091.846343106964,Annual
2018,Leisure,Domestic,1919.638484670469,Annual
2018,Business,Domestic,186.94350766950208,Annual
2018,Visiting Friends & Relatives,Domestic,1359.997958602053,Annual
2018,Other,Domestic,79.92179810021217,Annual
2018,Religious,Domestic,821.305930658329,Annual
2018,Leisure,Domestic,1438.6660453491224,Annual
2018,Business,Domestic,109.704936399923,Annual
2018,Visiting Friends & Relatives,Domestic,892.0662243756068,Annual
2018,Other,Domestic,84.80077502944827,Annual
2018,Religious,Domestic,926.322096463319,Annual
2018,Leisure,Domestic,1642.9046270041963,Annual
2018,Business,Domestic,184.0569619089821,Annual
2018,Visiting Friends & Relatives,Domestic,1053.9560891106016,Annual
2018,Other,Domestic,101.59505057294102,Annual
2018,Religious,Domestic,738.6313461374527,Annual
2018,Leisure,Domestic,1333.8882646643574,Annual
2018,Business,Domestic,125.48424248715216,Annual
2018,Visiting Friends & Relatives,Domestic,773.5402560730553,Annual
2018,Other,Domestic,76.0756514010138,Annual
2018,Religious,Domestic,592.5834498860261,Annual
2018,Leisure,Domestic,881.659351927492,Annual
2018,Business,Domestic,83.02432660516762,Annual
2018,Visiting Friends & Relatives,Domestic,567.9176354755127,Annual
2018,Other,Domestic,46.77765980262916,Annual
2018,Religious,Domestic,1560.1876380931892,Annual
2018,Leisure,Domestic,1866.388962130994,Annual
2018,Business,Domestic,77.85239279399275,Annual
2018,Visiting Friends & Relatives,Domestic,1282.1502936361878,Annual
2018,Other,Domestic,38.01935038001555,Annual
2018,Religious,Domestic,562.7133159703069,Annual
2018,Leisure,Domestic,1437.8630888282394,Annual
2018,Business,Domestic,115.98235531077589,Annual
2018,Visiting Friends & Relatives,Domestic,681.7819777217953,Annual
2018,Other,Domestic,59.12656141372816,Annual
2018,Religious,Domestic,1025.2987926940148,Annual
2018,Leisure,Domestic,1546.710325128154,Annual
2018,Business,Domestic,150.43425184676587,Annual
2018,Visiting Friends & Relatives,Domestic,1421.2228686616718,Annual
2018,Other,Domestic,90.63420108397044,Annual
2018,Religious,Domestic,839.5507771547974,Annual
2018,Leisure,Domestic,1378.6341246510951,Annual
2018,Business,Domestic,137.8332578806456,Annual
2018,Visiting Friends & Relatives,Domestic,1362.9815626624193,Annual
2018,Other,Domestic,108.98275969551784,Annual
2018,Religious,Domestic,691.1117207492357,Annual
2018,Leisure,Domestic,1226.1895723649834,Annual
2018,Business,Domestic,122.9700340517928,Annual
2018,Visiting Friends & Relatives,Domestic,1271.8270621890754,Annual
2018,Other,Domestic,110.1461032547728,Annual
2018,Religious,Domestic,737.3789093031339,Annual
2018,Leisure,Domestic,1111.7441009979864,Annual
2018,Business,Domestic,157.3723700215612,Annual
2018,Visiting Friends & Relatives,Domestic,1278.8218404392428,Annual
2018,Other,Domestic,129.96972134454333,Annual
2018,Religious,Domestic,775.6486536408157,Annual
2018,Leisure,Domestic,946.9971831353388,Annual
2018,Business,Domestic,109.63569859712976,Annual
2018,Visiting Friends & Relatives,Domestic,1674.231594740735,Annual
2018,Other,Domestic,53.77987480973589,Annual
2019,Religious,Domestic,1177.274675859726,Annual
2019,Leisure,Domestic,2037.425144642064,Annual
2019,Business,Domestic,175.0707614341964,Annual
2019,Visiting Friends & Relatives,Domestic,1348.603473102118,Annual
2019,Other,Domestic,78.54101474837229,Annual
2019,Religious,Domestic,850.3925515987698,Annual
2019,Leisure,Domestic,1487.7458228017692,Annual
2019,Business,Domestic,124.76483888908552,Annual
2019,Visiting Friends & Relatives,Domestic,936.3388866063976,Annual
2019,Other,Domestic,89.69104696053523,Annual
2019,Religious,Domestic,1069.007119022773,Annual
2019,Leisure,Domestic,1671.0513211386583,Annual
2019,Business,Domestic,189.4494424140934,Annual
2019,Visiting Friends & Relatives,Domestic,996.8364213674496,Annual
2019,Other,Domestic,80.37240143817934,Annual
2019,Religious,Domestic,675.7479696491971,Annual
2019,Leisure,Domestic,1415.9980275134988,Annual
2019,Business,Domestic,122.63684144897596,Annual
2019,Visiting Friends & Relatives,Domestic,850.4840742359515,Annual
2019,Other,Domestic,69.27508015625894,Annual
2019,Religious,Domestic,837.8636476026885,Annual
2019,Leisure,Domestic,1050.5021172230545,Annual
2019,Business,Domestic,66.32387993353052,Annual
2019,Visiting Friends & Relatives,Domestic,768.8067306209929,Annual
2019,Other,Domestic,42.40856149241684,Annual
2019,Religious,Domestic,1595.575247059046,Annual
2019,Leisure,Domestic,2295.0487210199653,Annual
2019,Business,Domestic,79.29430172950002,Annual
2019,Visiting Friends & Relatives,Domestic,1393.216516914866,Annual
2019,Other,Domestic,42.39863421741699,Annual
2019,Religious,Domestic,704.6735568369273,Annual
2019,Leisure,Domestic,1799.291482063779,Annual
2019,Business,Domestic,124.1061632921127,Annual
2019,Visiting Friends & Relatives,Domestic,1054.9289338907622,Annual
2019,Other,Domestic,70.98777180453335,Annual
2019,Religious,Domestic,1172.0242210651816,Annual
2019,Leisure,Domestic,1766.481363529696,Annual
2019,Business,Domestic,122.28968844205932,Annual
2019,Visiting Friends & Relatives,Domestic,1763.5729186315675,Annual
2019,Other,Domestic,77.20887675287985,Annual
2019,Religious,Domestic,850.2898585901814,Annual
2019,Leisure,Domestic,1526.4253686452744,Annual
2019,Business,Domestic,130.5657422600978,Annual
2019,Visiting Friends & Relatives,Domestic,1364.428797834316,Annual
2019,Other,Domestic,112.6305928426443,Annual
2019,Religious,Domestic,719.5721527286879,Annual
2019,Leisure,Domestic,1652.3225523659985,Annual
2019,Business,Domestic,108.11107936462986,Annual
2019,Visiting Friends & Relatives,Domestic,1346.1893100878217,Annual
2019,Other,Domestic,87.58962680934988,Annual
2019,Religious,Domestic,611.3747409689436,Annual
2019,Leisure,Domestic,1579.7696567274472,Annual
2019,Business,Domestic,114.10279805823691,Annual
2019,Visiting Friends & Relatives,Domestic,1287.6474093434456,Annual
2019,Other,Domestic,75.87738081018115,Annual
2019,Religious,Domestic,782.8989177909618,Annual
2019,Leisure,Domestic,1631.669936533962,Annual
2019,Business,Domestic,104.58891148495596,Annual
2019,Visiting Friends & Relatives,Domestic,1382.2065745321704,Annual
2019,Other,Domestic,63.21568453618068,Annual
2020,Religious,Domestic,1419.250977653273,Annual
2020,Leisure,Domestic,2331.9004124853536,Annual
2020,Business,Domestic,126.4074068714426,Annual
2020,Visiting Friends & Relatives,Domestic,1231.9720287600724,Annual
2020,Other,Domestic,114.65974136863169,Annual
2020,Religious,Domestic,999.7623241334562,Annual
2020,Leisure,Domestic,1779.5245103006866,Annual
2020,Business,Domestic,172.72007709351738,Annual
2020,Visiting Friends & Relatives,Domestic,742.8086720136284,Annual
2020,Other,Domestic,118.27308419001216,Annual
2020,Religious,Domestic,848.4428247865433,Annual
2020,Leisure,Domestic,1936.509491886041,Annual
2020,Business,Domestic,119.8291421547467,Annual
2020,Visiting Friends & Relatives,Domestic,862.593636119029,Annual
2020,Other,Domestic,63.87275420285707,Annual
2020,Religious,Domestic,0.0,Annual
2020,Leisure,Domestic,22.407640474876462,Annual
2020,Business,Domestic,0.0,Annual
2020,Visiting Friends & Relatives,Domestic,46.65156609603932,Annual
2020,Other,Domestic,0.0,Annual
2020,Leisure,Domestic,14.814405700888267,Annual
2020,Business,Domestic,0.991784326867628,Annual
2020,Visiting Friends & Relatives,Domestic,33.01632295932534,Annual
2020,Religious,Domestic,99.52663402277004,Annual
2020,Leisure,Domestic,494.75276496804986,Annual
2020,Business,Domestic,38.30302332788008,Annual
2020,Visiting Friends & Relatives,Domestic,403.8877472407924,Annual
2020,Other,Domestic,9.89102716120547,Annual
2020,Religious,Domestic,9.999999999999686,Annual
2020,Leisure,Domestic,2423.26333638008,Annual
2020,Business,Domestic,122.0264131125052,Annual
2020,Visiting Friends & Relatives,Domestic,1621.8858502885466,Annual
2020,Other,Domestic,80.5960736980695,Annual
2020,Leisure,Domestic,2697.872324056084,Annual
2020,Business,Domestic,129.7238270854332,Annual
2020,Visiting Friends & Relatives,Domestic,2317.12868409401,Annual
2020,Other,Domestic,77.06861427438558,Annual
2020,Leisure,Domestic,2290.523086992282,Annual
2020,Business,Domestic,189.02170112886824,Annual
2020,Visiting Friends & Relatives,Domestic,1986.2674060032948,Annual
2020,Other,Domestic,129.33801309662368,Annual
2020,Religious,Domestic,579.5980854956922,Annual
2020,Leisure,Domestic,2335.2044874182234,Annual
2020,Business,Domestic,201.58802104703577,Annual
2020,Visiting Friends & Relatives,Domestic,1480.3430166655642,Annual
2020,Other,Domestic,115.7666819270979,Annual
2020,Religious,Domestic,735.3518494745632,Annual
2020,Leisure,Domestic,2053.4019677858987,Annual
2020,Business,Domestic,196.377091730142,Annual
2020,Visiting Friends & Relatives,Domestic,1479.5271165680206,Annual
2020,Other,Domestic,115.82718963025069,Annual
2020,Religious,Domestic,739.0870407894027,Annual
2020,Leisure,Domestic,2197.147807976583,Annual
2020,Business,Domestic,219.87875490368464,Annual
2020,Visiting Friends & Relatives,Domestic,1460.2115034795722,Annual
2020,Other,Domestic,89.99518808451666,Annual
2021,Religious,Domestic,542.297,Annual
2021,Leisure,Domestic,1877.569,Annual
2021,Business,Domestic,618.931,Annual
2021,Visiting Friends & Relatives,Domestic,2636.499,Annual
2021,Other,Domestic,244.412,Annual
2021,Religious,Domestic,383.754,Annual
2021,Leisure,Domestic,1201.821,Annual
2021,Business,Domestic,468.729,Annual
2021,Visiting Friends & Relatives,Domestic,2116.334,Annual
2021,Other,Domestic,205.276,Annual
2021,Religious,Domestic,386.596,Annual
2021,Leisure,Domestic,1215.041,Annual
2021,Business,Domestic,529.286,Annual
2021,Visiting Friends & Relatives,Domestic,2118.123,Annual
2021,Other,Domestic,158.991,Annual
2021,Religious,Domestic,538.355,Annual
2021,Leisure,Domestic,1193.251,Annual
2021,Business,Domestic,516.601,Annual
2021,Visiting Friends & Relatives,Domestic,1882.363,Annual
2021,Other,Domestic,300.433,Annual
2021,Religious,Domestic,578.068,Annual
2021,Leisure,Domestic,2127.202,Annual
2021,Business,Domestic,596.398,Annual
2021,Visiting Friends & Relatives,Domestic,3193.409,Annual
2021,Other,Domestic,232.835,Annual
2021,Religious,Domestic,294.956,Annual
2021,Leisure,Domestic,1560.767,Annual
2021,Business,Domestic,426.344,Annual
2021,Visiting Friends & Relatives,Domestic,1744.31,Annual
2021,Other,Domestic,139.192,Annual
2021,Religious,Domestic,490.973,Annual
2021,Leisure,Domestic,2402.684,Annual
2021,Business,Domestic,358.283,Annual
2021,Visiting Friends & Relatives,Domestic,4038.179,Annual
2021,Other,Domestic,243.232,Annual
2021,Religious,Domestic,388.439,Annual
2021,Leisure,Domestic,2135.567,Annual
2021,Business,Domestic,464.211,Annual
2021,Visiting Friends & Relatives,Domestic,2268.113,Annual
2021,Other,Domestic,225.92,Annual
2021,Religious,Domestic,376.885,Annual
2021,Leisure,Domestic,1511.375,Annual
2021,Business,Domestic,366.517,Annual
2021,Visiting Friends & Relatives,Domestic,1797.337,Annual
2021,Other,Domestic,133.183,Annual
2021,Religious,Domestic,450.52,Annual
2021,Leisure,Domestic,2344.299,Annual
2021,Business,Domestic,454.701,Annual
2021,Visiting Friends & Relatives,Domestic,1851.119,Annual
2021,Other,Domestic,297.921,Annual
2021,Religious,Domestic,586.656,Annual
2021,Leisure,Domestic,2865.906,Annual
2021,Business,Domestic,420.199,Annual
2021,Visiting Friends & Relatives,Domestic,2256.299,Annual
2021,Other,Domestic,583.691,Annual
2021,Religious,Domestic,441.725,Annual
2021,Leisure,Domestic,1931.288,Annual
2021,Business,Domestic,209.99,Annual
2021,Visiting Friends & Relatives,Domestic,1700.381,Annual
2021,Other,Domestic,210.162,Annual
2022,Religious,Domestic,596.252,Annual
2022,Leisure,Domestic,2867.998,Annual
2022,Business,Domestic,341.926,Annual
2022,Visiting Friends & Relatives,Domestic,3551.156,Annual
2022,Other,Domestic,317.828,Annual
2022,Religious,Domestic,586.608,Annual
2022,Leisure,Domestic,2417.283,Annual
2022,Business,Domestic,273.146,Annual
2022,Visiting Friends & Relatives,Domestic,2836.744,Annual
2022,Other,Domestic,336.157,Annual
2022,Religious,Domestic,549.498,Annual
2022,Leisure,Domestic,2180.247,Annual
2022,Business,Domestic,282.899,Annual
2022,Visiting Friends & Relatives,Domestic,2879.42,Annual
2022,Other,Domestic,312.691,Annual
2022,Religious,Domestic,1469.406,Annual
2022,Leisure,Domestic,2115.43,Annual
2022,Business,Domestic,277.932,Annual
2022,Visiting Friends & Relatives,Domestic,3899.846,Annual
2022,Other,Domestic,273.517,Annual
2022,Religious,Domestic,589.898,Annual
2022,Leisure,Domestic,2717.715,Annual
2022,Business,Domestic,371.79,Annual
2022,Visiting Friends & Relatives,Domestic,3267.698,Annual
2022,Other,Domestic,299.008,Annual
2022,Religious,Domestic,281.898,Annual
2022,Leisure,Domestic,1716.806,Annual
2022,Business,Domestic,248.02,Annual
2022,Visiting Friends & Relatives,Domestic,1571.684,Annual
2022,Other,Domestic,214.379,Annual
2022,Religious,Domestic,948.318,Annual
2022,Leisure,Domestic,3713.087,Annual
2022,Business,Domestic,499.956,Annual
2022,Visiting Friends & Relatives,Domestic,5262.984,Annual
2022,Other,Domestic,371.209,Annual
2022,Religious,Domestic,758.364,Annual
2022,Leisure,Domestic,2776.151,Annual
2022,Business,Domestic,534.951,Annual
2022,Visiting Friends & Relatives,Domestic,2631.712,Annual
2022,Other,Domestic,307.26,Annual
2022,Religious,Domestic,500.227,Annual
