Period,Trip Purpose,Type of tourist,Tourists,Frequency
2024,Other,Inbound,118.828,Annual
2024,Religious,Inbound,1066.706,Annual
2024,Leisure,Inbound,625.018,Annual
2024,Business,Inbound,177.16,Annual
2024,Visiting Friends & Relatives,Inbound,374.869,Annual
2024,Other,Inbound,172.844,Annual
2024,Religious,Inbound,1117.704,Annual
2024,Leisure,Inbound,686.583,Annual
2024,Business,Inbound,190.262,Annual
2024,Visiting Friends & Relatives,Inbound,387.193,Annual
2024,Other,Inbound,159.905,Annual
2024,Religious,Inbound,1345.827,Annual
2024,Leisure,Inbound,957.739,Annual
2024,Business,Inbound,224.025,Annual
2024,Visiting Friends & Relatives,Inbound,410.944,Annual
2024,Other,Inbound,208.23,Annual
2015-01,Religious,Inbound,1188.6809566989714,Monthly
2015-01,Leisure,Inbound,269.8304499705885,Monthly
2015-01,Business,Inbound,21.932781379414003,Monthly
2015-01,Visiting Friends & Relatives,Inbound,476.286009790692,Monthly
2015-01,Other,Inbound,290.3785186082841,Monthly
2015-02,Religious,Inbound,1102.4058608603243,Monthly
2015-02,Leisure,Inbound,174.0804822284337,Monthly
2015-02,Business,Inbound,40.23849895625202,Monthly
2015-02,Visiting Friends & Relatives,Inbound,242.36035931114907,Monthly
2015-02,Other,Inbound,145.16214172446698,Monthly
2015-03,Religious,Inbound,978.1012836165688,Monthly
2015-03,Leisure,Inbound,138.82422350112782,Monthly
2015-03,Business,Inbound,35.979820235026,Monthly
2015-03,Visiting Friends & Relatives,Inbound,208.49554965331663,Monthly
2015-03,Other,Inbound,171.86539006941075,Monthly
2015-04,Religious,Inbound,911.9304063655036,Monthly
2015-04,Leisure,Inbound,93.75313782439989,Monthly
2015-04,Business,Inbound,11.399366830000004,Monthly
2015-04,Visiting Friends & Relatives,Inbound,205.23278434672,Monthly
2015-04,Other,Inbound,351.7082588511998,Monthly
2015-05,Religious,Inbound,589.1222189912882,Monthly
2015-05,Leisure,Inbound,111.26075411,Monthly
2015-05,Business,Inbound,179.00686858814723,Monthly
2015-05,Visiting Friends & Relatives,Inbound,253.9346836688721,Monthly
2015-05,Other,Inbound,263.0437722978432,Monthly
2015-06,Religious,Inbound,702.359865867405,Monthly
2015-06,Leisure,Inbound,99.99062135,Monthly
2015-06,Business,Inbound,289.3951149854083,Monthly
2015-06,Visiting Friends & Relatives,Inbound,263.1318773879453,Monthly
2015-06,Other,Inbound,179.7502883522402,Monthly
2015-07,Religious,Inbound,570.4402969522005,Monthly
2015-07,Leisure,Inbound,113.68139035200022,Monthly
2015-07,Business,Inbound,192.44654227543967,Monthly
2015-07,Visiting Friends & Relatives,Inbound,247.9168165175,Monthly
2015-07,Other,Inbound,223.92808366490016,Monthly
2015-08,Religious,Inbound,156.19803093502827,Monthly
2015-08,Leisure,Inbound,112.95437789590008,Monthly
2015-08,Business,Inbound,198.0162178679001,Monthly
2015-08,Visiting Friends & Relatives,Inbound,380.9273749047805,Monthly
2015-08,Other,Inbound,208.04345903745968,Monthly
2015-09,Religious,Inbound,1406.021823878108,Monthly
2015-09,Leisure,Inbound,135.0750682091996,Monthly
2015-09,Business,Inbound,165.67850532170002,Monthly
2015-09,Visiting Friends & Relatives,Inbound,202.22806612399995,Monthly
2015-09,Other,Inbound,163.7463635064,Monthly
2015-10,Religious,Inbound,8.394944467460999,Monthly
2015-10,Leisure,Inbound,110.24034736096704,Monthly
2015-10,Business,Inbound,224.785554646364,Monthly
2015-10,Visiting Friends & Relatives,Inbound,274.4126130374917,Monthly
2015-10,Other,Inbound,151.536232127674,Monthly
2015-11,Religious,Inbound,184.11434270219647,Monthly
2015-11,Leisure,Inbound,90.01609479585404,Monthly
2015-11,Business,Inbound,253.37768158750364,Monthly
2015-11,Visiting Friends & Relatives,Inbound,271.0073724846415,Monthly
2015-11,Other,Inbound,112.67952083507816,Monthly
2015-12,Religious,Inbound,1016.0025672686938,Monthly
2015-12,Leisure,Inbound,110.95811632332097,Monthly
2015-12,Business,Inbound,268.3184994379316,Monthly
2015-12,Visiting Friends & Relatives,Inbound,320.91293851729097,Monthly
2015-12,Other,Inbound,130.52436917217216,Monthly
2016-01,Religious,Inbound,989.9198562712876,Monthly
2016-01,Leisure,Inbound,150.81692791817807,Monthly
2016-01,Business,Inbound,278.773271654485,Monthly
2016-01,Visiting Friends & Relatives,Inbound,301.7667654728041,Monthly
2016-01,Other,Inbound,175.16491869365015,Monthly
2016-02,Religious,Inbound,873.1949891989599,Monthly
2016-02,Leisure,Inbound,168.0063002127311,Monthly
2016-02,Business,Inbound,562.8427287367358,Monthly
2016-02,Visiting Friends & Relatives,Inbound,389.8393930940168,Monthly
2016-02,Other,Inbound,349.5972707717072,Monthly
2016-03,Religious,Inbound,1064.5912820068438,Monthly
2016-03,Leisure,Inbound,101.12619736848696,Monthly
2016-03,Business,Inbound,287.9088208413314,Monthly
2016-03,Visiting Friends & Relatives,Inbound,195.5579979429116,Monthly
2016-03,Other,Inbound,59.927250956755024,Monthly
2016-04,Religious,Inbound,967.4906831611528,Monthly
2016-04,Leisure,Inbound,85.11223174314685,Monthly
2016-04,Business,Inbound,289.7974098914256,Monthly
2016-04,Visiting Friends & Relatives,Inbound,185.78826607287263,Monthly
2016-04,Other,Inbound,51.37909906896195,Monthly
2016-05,Religious,Inbound,739.6606252690071,Monthly
2016-05,Leisure,Inbound,86.30365371930108,Monthly
2016-05,Business,Inbound,342.439278592297,Monthly
2016-05,Visiting Friends & Relatives,Inbound,279.58584689562326,Monthly
2016-05,Other,Inbound,58.713795149102005,Monthly
2016-06,Religious,Inbound,918.7213283821962,Monthly
2016-06,Leisure,Inbound,119.5596158035452,Monthly
2016-06,Business,Inbound,274.2194309338428,Monthly
2016-06,Visiting Friends & Relatives,Inbound,283.95096461660273,Monthly
2016-06,Other,Inbound,113.45423533902316,Monthly
2016-07,Religious,Inbound,32.343919937248025,Monthly
2016-07,Leisure,Inbound,94.485969725476,Monthly
2016-07,Business,Inbound,273.8700386933496,Monthly
2016-07,Visiting Friends & Relatives,Inbound,325.81123989714683,Monthly
2016-07,Other,Inbound,86.29810128476198,Monthly
2016-08,Religious,Inbound,48.950208526357954,Monthly
2016-08,Leisure,Inbound,114.04054983634798,Monthly
2016-08,Business,Inbound,250.6938048078064,Monthly
2016-08,Visiting Friends & Relatives,Inbound,492.68641860711057,Monthly
2016-08,Other,Inbound,79.72842534221711,Monthly
2016-09,Religious,Inbound,1327.4026045497665,Monthly
2016-09,Leisure,Inbound,104.02021674675714,Monthly
2016-09,Business,Inbound,225.3909113645274,Monthly
2016-09,Visiting Friends & Relatives,Inbound,267.04291870584257,Monthly
2016-09,Other,Inbound,46.591066559318016,Monthly
2016-10,Religious,Inbound,14.481912320365009,Monthly
2016-10,Leisure,Inbound,75.25275944430017,Monthly
2016-10,Business,Inbound,170.2238766174588,Monthly
2016-10,Visiting Friends & Relatives,Inbound,165.39197997925837,Monthly
2016-10,Other,Inbound,36.819382844353015,Monthly
2016-11,Religious,Inbound,390.4375473074557,Monthly
2016-11,Leisure,Inbound,64.48618425287994,Monthly
2016-11,Business,Inbound,189.1325049916312,Monthly
2016-11,Visiting Friends & Relatives,Inbound,165.57374596789367,Monthly
2016-11,Other,Inbound,37.00778166731899,Monthly
2016-12,Religious,Inbound,892.472869348567,Monthly
2016-12,Leisure,Inbound,97.61149206161912,Monthly
2016-12,Business,Inbound,861.2151646362316,Monthly
2016-12,Visiting Friends & Relatives,Inbound,233.8539925170082,Monthly
2016-12,Other,Inbound,135.82517167577126,Monthly
2017-01,Religious,Inbound,841.224010241874,Monthly
2017-01,Leisure,Inbound,93.906647867195,Monthly
2017-01,Business,Inbound,250.6963211300381,Monthly
2017-01,Visiting Friends & Relatives,Inbound,253.60323427398924,Monthly
2017-01,Other,Inbound,65.473213943733,Monthly
2017-02,Religious,Inbound,755.4328050348198,Monthly
2017-02,Leisure,Inbound,74.17138027591994,Monthly
2017-02,Business,Inbound,209.594103219891,Monthly
2017-02,Visiting Friends & Relatives,Inbound,220.8157235490389,Monthly
2017-02,Other,Inbound,40.602012632789005,Monthly
2017-03,Religious,Inbound,935.911270559818,Monthly
2017-03,Leisure,Inbound,69.21145467042595,Monthly
2017-03,Business,Inbound,224.95873335014312,Monthly
2017-03,Visiting Friends & Relatives,Inbound,217.89427136153165,Monthly
2017-03,Other,Inbound,37.48226790009196,Monthly
2017-04,Religious,Inbound,1238.356129245995,Monthly
2017-04,Leisure,Inbound,81.78962398473791,Monthly
2017-04,Business,Inbound,213.4948725336168,Monthly
2017-04,Visiting Friends & Relatives,Inbound,220.35906378982176,Monthly
2017-04,Other,Inbound,37.17549341042297,Monthly
2017-05,Religious,Inbound,1017.0974377766915,Monthly
2017-05,Leisure,Inbound,77.44263346109508,Monthly
2017-05,Business,Inbound,232.81264452619584,Monthly
2017-05,Visiting Friends & Relatives,Inbound,221.33617215512504,Monthly
2017-05,Other,Inbound,40.00734268737702,Monthly
2017-06,Religious,Inbound,807.6170013512642,Monthly
2017-06,Leisure,Inbound,77.73455669478999,Monthly
2017-06,Business,Inbound,184.7636268123352,Monthly
2017-06,Visiting Friends & Relatives,Inbound,242.72852366031088,Monthly
2017-06,Other,Inbound,37.979870638367046,Monthly
2017-07,Religious,Inbound,34.215760086774004,Monthly
2017-07,Leisure,Inbound,71.80788428078007,Monthly
2017-07,Business,Inbound,139.53189681680203,Monthly
2017-07,Visiting Friends & Relatives,Inbound,173.1025284534275,Monthly
2017-07,Other,Inbound,33.20957446803302,Monthly
2017-08,Religious,Inbound,32.355262634280024,Monthly
2017-08,Leisure,Inbound,91.83725904603403,Monthly
2017-08,Business,Inbound,177.50212851790553,Monthly
2017-08,Visiting Friends & Relatives,Inbound,205.4844115181465,Monthly
2017-08,Other,Inbound,44.09456313874901,Monthly
2017-09,Religious,Inbound,1754.6707711444062,Monthly
2017-09,Leisure,Inbound,56.66581592308808,Monthly
2017-09,Business,Inbound,192.92489017487776,Monthly
2017-09,Visiting Friends & Relatives,Inbound,171.64645706017356,Monthly
2017-09,Other,Inbound,14.461382477307009,Monthly
2017-10,Religious,Inbound,232.8833962395532,Monthly
2017-10,Leisure,Inbound,50.052432481968005,Monthly
2017-10,Business,Inbound,156.66879932442217,Monthly
2017-10,Visiting Friends & Relatives,Inbound,207.6923329594788,Monthly
2017-10,Other,Inbound,32.78287994042901,Monthly
2017-11,Religious,Inbound,722.5260023543009,Monthly
2017-11,Leisure,Inbound,55.52125776660504,Monthly
2017-11,Business,Inbound,556.0183170939561,Monthly
2017-11,Visiting Friends & Relatives,Inbound,457.5895567513157,Monthly
2017-11,Other,Inbound,41.05898437255801,Monthly
2017-12,Religious,Inbound,914.7344764422352,Monthly
2017-12,Leisure,Inbound,54.41875196065603,Monthly
2017-12,Business,Inbound,155.99009526143178,Monthly
2017-12,Visiting Friends & Relatives,Inbound,224.23738414246924,Monthly
2017-12,Other,Inbound,31.610001068529023,Monthly
2018-01,Religious,Inbound,816.6845606479229,Monthly
2018-01,Leisure,Inbound,82.32467436458694,Monthly
2018-01,Business,Inbound,236.4537728656024,Monthly
2018-01,Visiting Friends & Relatives,Inbound,218.30456518196883,Monthly
2018-01,Other,Inbound,37.13217811007887,Monthly
2018-02,Religious,Inbound,750.9907053380125,Monthly
2018-02,Leisure,Inbound,55.29766904608862,Monthly
2018-02,Business,Inbound,210.8724661398812,Monthly
2018-02,Visiting Friends & Relatives,Inbound,136.40352091699725,Monthly
2018-02,Other,Inbound,28.58680907185932,Monthly
2018-03,Religious,Inbound,1021.576857528254,Monthly
2018-03,Leisure,Inbound,59.70119559957727,Monthly
2018-03,Business,Inbound,186.91891803751923,Monthly
2018-03,Visiting Friends & Relatives,Inbound,195.7329094080456,Monthly
2018-03,Other,Inbound,32.352652914234646,Monthly
2018-04,Religious,Inbound,1045.1143050101757,Monthly
2018-04,Leisure,Inbound,63.89203652998874,Monthly
2018-04,Business,Inbound,186.35675061344884,Monthly
2018-04,Visiting Friends & Relatives,Inbound,184.7500614576496,Monthly
2018-04,Other,Inbound,31.11352794571461,Monthly
2018-05,Religious,Inbound,1090.4170838953196,Monthly
2018-05,Leisure,Inbound,65.53071327009708,Monthly
2018-05,Business,Inbound,210.459000142659,Monthly
2018-05,Visiting Friends & Relatives,Inbound,217.92968493625847,Monthly
2018-05,Other,Inbound,35.12528917665702,Monthly
2018-06,Religious,Inbound,477.98116709551175,Monthly
2018-06,Leisure,Inbound,77.9674682932207,Monthly
2018-06,Business,Inbound,204.43760613236387,Monthly
2018-06,Visiting Friends & Relatives,Inbound,269.7843024025812,Monthly
2018-06,Other,Inbound,39.49246330404704,Monthly
2018-07,Religious,Inbound,35.462405598199986,Monthly
2018-07,Leisure,Inbound,79.9552366327959,Monthly
2018-07,Business,Inbound,256.1569312267561,Monthly
2018-07,Visiting Friends & Relatives,Inbound,235.59951371961807,Monthly
2018-07,Other,Inbound,33.690123526511954,Monthly
2018-08,Religious,Inbound,1791.4989948064626,Monthly
2018-08,Leisure,Inbound,98.58930540966496,Monthly
2018-08,Business,Inbound,245.00504372618823,Monthly
2018-08,Visiting Friends & Relatives,Inbound,261.7145161660207,Monthly
2018-08,Other,Inbound,46.81885788969804,Monthly
2018-09,Religious,Inbound,91.91277452489489,Monthly
2018-09,Leisure,Inbound,45.76460507139696,Monthly
2018-09,Business,Inbound,216.57064601752896,Monthly
2018-09,Visiting Friends & Relatives,Inbound,142.99981740403138,Monthly
2018-09,Other,Inbound,12.136293764245996,Monthly
2018-10,Religious,Inbound,514.7963844313778,Monthly
2018-10,Leisure,Inbound,65.21974163444501,Monthly
2018-10,Business,Inbound,170.3138470494848,Monthly
2018-10,Visiting Friends & Relatives,Inbound,124.4054870934773,Monthly
2018-10,Other,Inbound,28.16089523375264,Monthly
2018-11,Religious,Inbound,720.0651867174481,Monthly
2018-11,Leisure,Inbound,68.72041548229103,Monthly
2018-11,Business,Inbound,144.99380386343344,Monthly
2018-11,Visiting Friends & Relatives,Inbound,167.33806465474365,Monthly
2018-11,Other,Inbound,39.77438904226062,Monthly
2018-12,Religious,Inbound,936.764914024198,Monthly
2018-12,Leisure,Inbound,112.09796593549204,Monthly
2018-12,Business,Inbound,182.14483967004367,Monthly
2018-12,Visiting Friends & Relatives,Inbound,150.22541289242153,Monthly
2018-12,Other,Inbound,45.75362867329066,Monthly
2019-01,Religious,Inbound,973.378188336744,Monthly
2019-01,Leisure,Inbound,99.52036180226,Monthly
2019-01,Business,Inbound,253.15888870709708,Monthly
2019-01,Visiting Friends & Relatives,Inbound,261.7548622298577,Monthly
2019-01,Other,Inbound,65.53102325360302,Monthly
2019-02,Religious,Inbound,918.1996904191458,Monthly
2019-02,Leisure,Inbound,89.94468189767672,Monthly
2019-02,Business,Inbound,226.19910624362663,Monthly
2019-02,Visiting Friends & Relatives,Inbound,207.0080826167791,Monthly
2019-02,Other,Inbound,50.562737127534,Monthly
2019-03,Religious,Inbound,1043.6411886768667,Monthly
2019-03,Leisure,Inbound,41.15251736745335,Monthly
2019-03,Business,Inbound,237.6357633426068,Monthly
2019-03,Visiting Friends & Relatives,Inbound,222.81066583082185,Monthly
2019-03,Other,Inbound,54.02301157122376,Monthly
2019-04,Religious,Inbound,1036.0983027028512,Monthly
2019-04,Leisure,Inbound,72.46997721758987,Monthly
2019-04,Business,Inbound,265.7093980994767,Monthly
2019-04,Visiting Friends & Relatives,Inbound,220.8701889387389,Monthly
2019-04,Other,Inbound,55.28765922942019,Monthly
2019-05,Religious,Inbound,1380.1250526924002,Monthly
2019-05,Leisure,Inbound,86.95346410988022,Monthly
2019-05,Business,Inbound,267.35046326330934,Monthly
2019-05,Visiting Friends & Relatives,Inbound,281.1847171292406,Monthly
2019-05,Other,Inbound,63.82566023972903,Monthly
2019-06,Religious,Inbound,245.87291995378487,Monthly
2019-06,Leisure,Inbound,79.7945110232363,Monthly
2019-06,Business,Inbound,278.4766458894108,Monthly
2019-06,Visiting Friends & Relatives,Inbound,249.98884780642223,Monthly
2019-06,Other,Inbound,49.21612638025599,Monthly
2019-07,Religious,Inbound,43.21737152017112,Monthly
2019-07,Leisure,Inbound,87.4515506693559,Monthly
2019-07,Business,Inbound,327.6645560836365,Monthly
2019-07,Visiting Friends & Relatives,Inbound,211.1890574991855,Monthly
2019-07,Other,Inbound,80.34662773281097,Monthly
2019-08,Religious,Inbound,1880.890614441149,Monthly
2019-08,Leisure,Inbound,110.57241487237494,Monthly
2019-08,Business,Inbound,409.5424171335188,Monthly
2019-08,Visiting Friends & Relatives,Inbound,203.83896458523213,Monthly
2019-08,Other,Inbound,69.65796383580796,Monthly
2019-09,Religious,Inbound,147.16350915560295,Monthly
2019-09,Leisure,Inbound,32.182990815047965,Monthly
2019-09,Business,Inbound,230.5265967454366,Monthly
2019-09,Visiting Friends & Relatives,Inbound,178.43168261182626,Monthly
2019-09,Other,Inbound,46.85226082310401,Monthly
2019-10,Religious,Inbound,555.0759412657034,Monthly
2019-10,Leisure,Inbound,95.38697737054196,Monthly
2019-10,Business,Inbound,225.20119389197112,Monthly
2019-10,Visiting Friends & Relatives,Inbound,196.7252578824739,Monthly
2019-10,Other,Inbound,46.518316952663774,Monthly
2019-11,Religious,Inbound,671.2596683364131,Monthly
2019-11,Leisure,Inbound,103.930871612834,Monthly
2019-11,Business,Inbound,210.86019787381767,Monthly
2019-11,Visiting Friends & Relatives,Inbound,207.8355482073897,Monthly
2019-11,Other,Inbound,40.33792783878062,Monthly
2019-12,Religious,Inbound,964.4693647510596,Monthly
2019-12,Leisure,Inbound,228.87475422112504,Monthly
2019-12,Business,Inbound,232.24725715527484,Monthly
2019-12,Visiting Friends & Relatives,Inbound,268.3074524273336,Monthly
2019-12,Other,Inbound,41.332397414535016,Monthly
2020-01,Religious,Inbound,911.1237796734342,Monthly
2020-01,Leisure,Inbound,188.8512760435761,Monthly
2020-01,Business,Inbound,222.2903951155754,Monthly
2020-01,Visiting Friends & Relatives,Inbound,327.147689743121,Monthly
2020-01,Other,Inbound,87.46859596709002,Monthly
2020-02,Religious,Inbound,828.4133433776476,Monthly
2020-02,Leisure,Inbound,170.494877417768,Monthly
2020-02,Business,Inbound,159.01513380424925,Monthly
2020-02,Visiting Friends & Relatives,Inbound,257.3499898134052,Monthly
2020-02,Other,Inbound,67.61451881935264,Monthly
2020-03,Religious,Inbound,8.168969809760021,Monthly
2020-03,Leisure,Inbound,18.29463115281767,Monthly
2020-03,Business,Inbound,77.98591133781663,Monthly
2020-03,Visiting Friends & Relatives,Inbound,61.87571857107757,Monthly
2020-03,Other,Inbound,25.38215581081236,Monthly
2020-04,Religious,Inbound,0.0,Monthly
2020-04,Leisure,Inbound,0.2743293925245609,Monthly
2020-04,Business,Inbound,19.340845869040333,Monthly
2020-04,Visiting Friends & Relatives,Inbound,0.3559300030135347,Monthly
2020-04,Other,Inbound,7.380894737548973,Monthly
2020-05,Religious,Inbound,0.0,Monthly
2020-05,Leisure,Inbound,0.3476539744849999,Monthly
2020-05,Business,Inbound,11.054216081532015,Monthly
2020-05,Visiting Friends & Relatives,Inbound,0.7084468238746694,Monthly
2020-05,Other,Inbound,6.624683119371998,Monthly
2020-06,Religious,Inbound,0.0,Monthly
2020-06,Leisure,Inbound,0.7507458070236648,Monthly
2020-06,Business,Inbound,23.843321874387005,Monthly
2020-06,Visiting Friends & Relatives,Inbound,1.307997509913062,Monthly
2020-06,Other,Inbound,9.378934810837997,Monthly
2020-07,Religious,Inbound,0.0,Monthly
2020-07,Leisure,Inbound,0.7104590270610017,Monthly
2020-07,Business,Inbound,21.640254621571,Monthly
2020-07,Visiting Friends & Relatives,Inbound,2.5810773361660218,Monthly
2020-07,Other,Inbound,11.807209014145023,Monthly
2020-08,Religious,Inbound,0.0,Monthly
2020-08,Leisure,Inbound,2.0631939643326733,Monthly
2020-08,Business,Inbound,35.775213083596064,Monthly
2020-08,Visiting Friends & Relatives,Inbound,4.13918686772666,Monthly
2020-08,Other,Inbound,10.235673523121005,Monthly
2020-09,Religious,Inbound,0.0,Monthly
2020-09,Leisure,Inbound,4.9364067395939975,Monthly
2020-09,Business,Inbound,46.49160241800693,Monthly
2020-09,Visiting Friends & Relatives,Inbound,29.32123297013096,Monthly
2020-09,Other,Inbound,22.965757875076992,Monthly
2020-10,Religious,Inbound,0.0,Monthly
2020-10,Leisure,Inbound,1.891065340941,Monthly
2020-10,Business,Inbound,52.925864048183016,Monthly
2020-10,Visiting Friends & Relatives,Inbound,64.80664450382478,Monthly
2020-10,Other,Inbound,25.871769493639,Monthly
2020-11,Religious,Inbound,3.222220422394015,Monthly
2020-11,Leisure,Inbound,1.469817926042,Monthly
2020-11,Business,Inbound,51.212894765542885,Monthly
2020-11,Visiting Friends & Relatives,Inbound,82.00825550285566,Monthly
2020-11,Other,Inbound,21.691324161314984,Monthly
2020-12,Religious,Inbound,0.5920000000009997,Monthly
2020-12,Leisure,Inbound,2.746577363666998,Monthly
2020-12,Business,Inbound,50.368250895615056,Monthly
2020-12,Visiting Friends & Relatives,Inbound,70.59626153094068,Monthly
2020-12,Other,Inbound,23.26305137456833,Monthly
2021-01,Religious,Inbound,3.235,Monthly
2021-01,Leisure,Inbound,5.646,Monthly
2021-01,Business,Inbound,70.329,Monthly
2021-01,Visiting Friends & Relatives,Inbound,131.441,Monthly
2021-01,Other,Inbound,22.115,Monthly
2021-02,Religious,Inbound,2.576,Monthly
2021-02,Leisure,Inbound,2.677,Monthly
2021-02,Business,Inbound,51.087,Monthly
2021-02,Visiting Friends & Relatives,Inbound,51.939,Monthly
2021-02,Other,Inbound,16.753,Monthly
2021-03,Religious,Inbound,2.4,Monthly
2021-03,Leisure,Inbound,6.346,Monthly
2021-03,Business,Inbound,66.527,Monthly
2021-03,Visiting Friends & Relatives,Inbound,48.556,Monthly
2021-03,Other,Inbound,24.465,Monthly
2021-04,Religious,Inbound,6.487,Monthly
2021-04,Leisure,Inbound,9.067,Monthly
2021-04,Business,Inbound,71.206,Monthly
2021-04,Visiting Friends & Relatives,Inbound,60.501,Monthly
2021-04,Other,Inbound,28.77,Monthly
2021-05,Religious,Inbound,6.822,Monthly
2021-05,Leisure,Inbound,11.91,Monthly
2021-05,Business,Inbound,63.521,Monthly
2021-05,Visiting Friends & Relatives,Inbound,67.234,Monthly
2021-05,Other,Inbound,35.358,Monthly
2021-06,Religious,Inbound,3.097,Monthly
2021-06,Leisure,Inbound,11.889,Monthly
2021-06,Business,Inbound,69.077,Monthly
2021-06,Visiting Friends & Relatives,Inbound,55.27,Monthly
2021-06,Other,Inbound,36.099,Monthly
2021-07,Religious,Inbound,11.453,Monthly
2021-07,Leisure,Inbound,26.312,Monthly
2021-07,Business,Inbound,65.405,Monthly
2021-07,Visiting Friends & Relatives,Inbound,81.356,Monthly
2021-07,Other,Inbound,46.77,Monthly
2021-08,Religious,Inbound,4.613,Monthly
2021-08,Leisure,Inbound,24.796,Monthly
2021-08,Business,Inbound,80.709,Monthly
2021-08,Visiting Friends & Relatives,Inbound,103.28,Monthly
2021-08,Other,Inbound,43.967,Monthly
2021-09,Religious,Inbound,28.698,Monthly
2021-09,Leisure,Inbound,23.898,Monthly
2021-09,Business,Inbound,85.453,Monthly
2021-09,Visiting Friends & Relatives,Inbound,129.41,Monthly
2021-09,Other,Inbound,40.704,Monthly
2021-10,Religious,Inbound,51.693,Monthly
2021-10,Leisure,Inbound,39.773,Monthly
2021-10,Business,Inbound,115.101,Monthly
2021-10,Visiting Friends & Relatives,Inbound,201.503,Monthly
2021-10,Other,Inbound,44.915,Monthly
2021-11,Religious,Inbound,63.959,Monthly
2021-11,Leisure,Inbound,55.235,Monthly
2021-11,Business,Inbound,131.097,Monthly
2021-11,Visiting Friends & Relatives,Inbound,197.724,Monthly
2021-11,Other,Inbound,45.578,Monthly
2021-12,Religious,Inbound,88.824,Monthly
2021-12,Leisure,Inbound,94.61,Monthly
2021-12,Business,Inbound,143.599,Monthly
2021-12,Visiting Friends & Relatives,Inbound,309.874,Monthly
2021-12,Other,Inbound,54.51,Monthly
2022-01,Religious,Inbound,84.045,Monthly
2022-01,Leisure,Inbound,83.669,Monthly
2022-01,Business,Inbound,105.343,Monthly
2022-01,Visiting Friends & Relatives,Inbound,224.634,Monthly
2022-01,Other,Inbound,51.245,Monthly
2022-02,Religious,Inbound,199.166,Monthly
2022-02,Leisure,Inbound,94.781,Monthly
2022-02,Business,Inbound,107.211,Monthly
2022-02,Visiting Friends & Relatives,Inbound,217.939,Monthly
2022-02,Other,Inbound,69.943,Monthly
2022-03,Religious,Inbound,371.53,Monthly
2022-03,Leisure,Inbound,143.001,Monthly
2022-03,Business,Inbound,162.75,Monthly
2022-03,Visiting Friends & Relatives,Inbound,407.161,Monthly
2022-03,Other,Inbound,132.671,Monthly
2022-04,Religious,Inbound,720.857,Monthly
2022-04,Leisure,Inbound,164.461,Monthly
2022-04,Business,Inbound,175.428,Monthly
2022-04,Visiting Friends & Relatives,Inbound,437.072,Monthly
2022-04,Other,Inbound,114.668,Monthly
2022-05,Religious,Inbound,280.005,Monthly
2022-05,Leisure,Inbound,103.096,Monthly
2022-05,Business,Inbound,141.474,Monthly
2022-05,Visiting Friends & Relatives,Inbound,473.081,Monthly
2022-05,Other,Inbound,106.716,Monthly
2022-06,Religious,Inbound,13.233,Monthly
2022-06,Leisure,Inbound,66.961,Monthly
2022-06,Business,Inbound,150.989,Monthly
2022-06,Visiting Friends & Relatives,Inbound,521.824,Monthly
2022-06,Other,Inbound,114.209,Monthly
2022-07,Religious,Inbound,809.919,Monthly
2022-07,Leisure,Inbound,122.463,Monthly
2022-07,Business,Inbound,114.53,Monthly
2022-07,Visiting Friends & Relatives,Inbound,536.926,Monthly
2022-07,Other,Inbound,181.787,Monthly
2022-08,Religious,Inbound,369.761,Monthly
2022-08,Leisure,Inbound,147.537,Monthly
2022-08,Business,Inbound,139.504,Monthly
2022-08,Visiting Friends & Relatives,Inbound,470.976,Monthly
2022-08,Other,Inbound,182.794,Monthly
2022-09,Religious,Inbound,618.299,Monthly
2022-09,Leisure,Inbound,215.272,Monthly
2022-09,Business,Inbound,140.42,Monthly
2022-09,Visiting Friends & Relatives,Inbound,474.835,Monthly
2022-09,Other,Inbound,90.152,Monthly
2022-10,Religious,Inbound,819.947,Monthly
2022-10,Leisure,Inbound,285.102,Monthly
2022-10,Business,Inbound,146.041,Monthly
2022-10,Visiting Friends & Relatives,Inbound,429.479,Monthly
2022-10,Other,Inbound,72.205,Monthly
2022-11,Religious,Inbound,823.165,Monthly
2022-11,Leisure,Inbound,404.009,Monthly
2022-11,Business,Inbound,138.716,Monthly
2022-11,Visiting Friends & Relatives,Inbound,384.382,Monthly
2022-11,Other,Inbound,89.749,Monthly
2022-12,Religious,Inbound,885.591,Monthly
2022-12,Leisure,Inbound,635.843,Monthly
2022-12,Business,Inbound,144.287,Monthly
2022-12,Visiting Friends & Relatives,Inbound,553.787,Monthly
2022-12,Other,Inbound,171.218,Monthly
2023-01,Religious,Inbound,1035.0,Monthly
2023-01,Leisure,Inbound,523.0,Monthly
2023-01,Business,Inbound,150.0,Monthly
2023-01,Visiting Friends & Relatives,Inbound,609.0,Monthly
2023-01,Other,Inbound,164.0,Monthly
2023-02,Religious,Inbound,1105.0,Monthly
2023-02,Leisure,Inbound,514.0,Monthly
2023-02,Business,Inbound,144.0,Monthly
2023-02,Visiting Friends & Relatives,Inbound,536.0,Monthly
2023-02,Other,Inbound,157.0,Monthly
2023-03,Religious,Inbound,1378.0,Monthly
2023-03,Leisure,Inbound,533.0,Monthly
2023-03,Business,Inbound,165.0,Monthly
2023-03,Visiting Friends & Relatives,Inbound,648.0,Monthly
2023-03,Other,Inbound,146.0,Monthly
2023-04,Religious,Inbound,1005.0,Monthly
